ID,дата_начала_периода,просрочка_дней
IDF55133299,2016-06-01,86
IDF55043285,2016-11-01,149
IDF55128951,2018-10-01,141
IDF55096850,2018-09-01,119
IDF55054443,2015-05-01,116
IDF55135322,2016-05-01,94
IDF54988666,2014-11-01,105
IDF55012695,2016-10-01,95
IDF54931627,2016-01-01,85
IDF54930099,2017-12-01,149
IDF55079614,2019-10-01,95
IDF55004698,2019-02-01,92
IDF54987011,2015-05-01,115
IDF55013426,2014-08-01,97
IDF54978282,2018-11-01,92
IDF55114993,2018-07-01,95
IDF55042200,2018-06-01,139
IDF54939113,2016-01-01,87
IDF54954523,2015-04-01,131
IDF55036823,2018-11-01,94
IDF55128682,2019-02-01,137
IDF55010665,2014-05-01,99
IDF54996239,2014-05-01,111
IDF55135070,2016-09-01,110
IDF54939590,2015-11-01,86
IDF55101180,2014-12-01,148
IDF55124682,2018-10-01,112
IDF54914938,2019-02-01,82
IDF55092110,2016-11-01,121
IDF55050962,2015-12-01,122
IDF55095412,2019-06-01,113
IDF55025015,2017-09-01,133
IDF54991537,2019-07-01,88
IDF55086884,2015-08-01,115
IDF54905281,2017-11-01,145
IDF54928476,2015-04-01,134
IDF55036379,2017-08-01,109
IDF54960298,2015-08-01,115
IDF54944222,2019-11-01,142
IDF54929127,2017-07-01,101
IDF55076781,2016-12-01,143
IDF54995172,2017-12-01,131
IDF55080677,2017-03-01,107
IDF55067556,2019-11-01,93
IDF55041023,2016-06-01,144
IDF54992909,2018-03-01,103
IDF55077919,2019-11-01,100
IDF54924989,2019-04-01,105
IDF54976794,2014-08-01,122
IDF55062809,2019-12-01,114
IDF55061186,2018-02-01,99
IDF55145094,2018-11-01,108
IDF54946931,2018-09-01,92
IDF55079490,2019-04-01,147
IDF55049177,2017-10-01,94
IDF55051162,2015-09-01,113
IDF54923795,2019-05-01,142
IDF54960490,2017-05-01,118
IDF54960247,2015-11-01,93
IDF54987121,2014-06-01,138
IDF54961219,2017-01-01,113
IDF55065253,2017-07-01,108
IDF55079561,2018-06-01,120
IDF54983958,2015-01-01,144
IDF55058216,2019-06-01,116
IDF54926435,2019-11-01,134
IDF55113274,2019-05-01,136
IDF55143525,2016-01-01,98
IDF55130612,2019-02-01,131
IDF55045593,2019-10-01,147
IDF55069293,2015-02-01,121
IDF55003777,2019-08-01,107
IDF55132373,2014-05-01,148
IDF55045559,2019-08-01,126
IDF54982890,2019-09-01,107
IDF54906884,2018-10-01,94
IDF55076183,2015-02-01,99
IDF55150111,2018-04-01,83
IDF55042269,2019-12-01,86
IDF55094178,2018-12-01,142
IDF54994187,2018-10-01,126
IDF55062278,2017-08-01,127
IDF54945681,2019-10-01,113
IDF54981586,2014-05-01,102
IDF54983582,2019-09-01,136
IDF54919681,2014-03-01,138
IDF54908635,2018-10-01,134
IDF55124940,2017-09-01,130
IDF55032313,2017-07-01,145
IDF54955781,2018-10-01,140
IDF54974767,2017-12-01,112
IDF55120993,2018-04-01,100
IDF54915330,2017-07-01,107
IDF55059737,2019-06-01,112
IDF54908081,2015-08-01,89
IDF54907358,2019-04-01,123
IDF54981208,2018-05-01,132
IDF55120328,2019-10-01,90
IDF54919519,2019-02-01,118
IDF55086852,2015-07-01,131
IDF54903799,2014-10-01,131
IDF54977489,2017-07-01,133
IDF54977667,2018-03-01,127
IDF55111349,2016-06-01,105
IDF55135143,2018-09-01,132
IDF55060886,2018-08-01,115
IDF54995513,2016-11-01,111
IDF55094069,2016-12-01,105
IDF55001755,2018-12-01,121
IDF55140850,2018-08-01,99
IDF54944985,2018-07-01,93
IDF54954217,2019-07-01,87
IDF54958887,2015-02-01,118
IDF55007456,2016-07-01,131
IDF55119814,2019-11-01,84
IDF55019359,2019-12-01,149
IDF55011185,2014-09-01,150
IDF55038507,2018-03-01,143
IDF55137712,2014-08-01,102
IDF55074419,2016-08-01,111
IDF54904426,2018-10-01,91
IDF54923501,2017-04-01,82
IDF55021299,2014-11-01,115
IDF54953049,2018-01-01,127
IDF54949448,2017-09-01,149
IDF54973423,2017-01-01,83
IDF54929578,2017-04-01,110
IDF55068286,2019-02-01,80
IDF54984647,2016-11-01,105
IDF55036774,2017-10-01,86
IDF54965474,2015-09-01,82
IDF54990141,2015-04-01,133
IDF54930593,2017-03-01,81
IDF55057625,2018-09-01,82
IDF55069832,2016-06-01,102
IDF54968801,2017-06-01,87
IDF54977929,2019-05-01,84
IDF55145860,2019-10-01,125
IDF55013801,2015-01-01,141
IDF55008301,2019-10-01,116
IDF55066824,2016-12-01,138
IDF54925583,2015-05-01,150
IDF55028513,2019-03-01,142
IDF54987495,2017-12-01,85
IDF55011228,2018-12-01,126
IDF55127264,2019-02-01,132
IDF55009982,2018-07-01,103
IDF54979749,2015-03-01,126
IDF54977424,2016-09-01,134
IDF54971692,2019-10-01,89
IDF55052359,2018-11-01,94
IDF54898436,2015-01-01,95
IDF54929327,2016-03-01,130
IDF55115986,2019-11-01,126
IDF55112238,2017-07-01,82
IDF54900486,2016-04-01,113
IDF55079535,2019-09-01,96
IDF55014261,2017-05-01,143
IDF54901901,2014-12-01,86
IDF54932744,2016-11-01,98
IDF54949244,2016-09-01,86
IDF54984474,2015-10-01,143
IDF55107561,2015-08-01,150
IDF54907430,2019-09-01,141
IDF55150237,2014-10-01,104
IDF54968350,2018-06-01,83
IDF55002725,2015-02-01,107
IDF55061425,2015-12-01,102
IDF54966079,2016-09-01,91
IDF55038517,2014-11-01,115
IDF55046448,2017-08-01,98
IDF55112707,2017-08-01,125
IDF55116148,2017-06-01,125
IDF54964280,2017-08-01,124
IDF55089929,2014-10-01,119
IDF55099445,2015-02-01,143
IDF55145238,2019-05-01,143
IDF55053123,2018-07-01,121
IDF55116799,2014-12-01,84
IDF55072131,2018-08-01,106
IDF55079657,2019-10-01,113
IDF54921692,2015-05-01,137
IDF55099110,2019-07-01,132
IDF55086294,2019-11-01,127
IDF55073622,2015-11-01,121
IDF54952448,2019-08-01,129
IDF55052830,2019-02-01,121
IDF55145947,2019-06-01,141
IDF54979370,2018-12-01,106
IDF54978995,2015-08-01,84
IDF54959094,2017-10-01,85
IDF55011291,2014-04-01,101
IDF55114839,2017-02-01,92
IDF55057633,2018-11-01,111
IDF55026575,2019-06-01,107
IDF54990073,2019-03-01,87
IDF54925963,2018-06-01,114
IDF55008739,2019-05-01,82
IDF54997410,2017-12-01,150
IDF55079519,2016-01-01,115
IDF54953088,2019-04-01,148
IDF55130236,2015-08-01,92
IDF54917418,2019-04-01,150
IDF55098418,2019-07-01,141
IDF55014068,2016-02-01,144
IDF54923728,2017-03-01,107
IDF55017322,2015-06-01,100
IDF55110833,2017-09-01,82
IDF55140963,2017-06-01,121
IDF54903840,2017-08-01,80
IDF54972623,2016-07-01,97
IDF55082510,2019-09-01,102
IDF54967553,2019-04-01,116
IDF54999626,2017-01-01,150
IDF54951348,2017-01-01,109
IDF55049097,2015-05-01,136
IDF55132171,2014-04-01,138
IDF55035847,2014-03-01,111
IDF54945544,2019-08-01,138
IDF54971586,2018-03-01,83
IDF55124861,2019-08-01,98
IDF55102342,2017-05-01,95
IDF55133935,2018-01-01,104
IDF55021481,2019-12-01,126
IDF55059455,2019-12-01,84
IDF54991903,2017-11-01,119
IDF55089015,2015-06-01,86
IDF55064499,2015-02-01,138
IDF55079035,2018-11-01,147
IDF54981261,2018-02-01,142
IDF55101052,2019-09-01,94
IDF54977553,2015-07-01,96
IDF55091824,2015-08-01,149
IDF55022107,2018-12-01,105
IDF55119652,2013-11-01,102
IDF55121741,2015-10-01,102
IDF55015613,2014-04-01,113
IDF55078913,2019-05-01,131
IDF55057864,2017-12-01,94
IDF54944589,2019-07-01,89
IDF55067978,2018-05-01,143
IDF55026399,2019-11-01,103
IDF55150379,2015-04-01,93
IDF54912933,2018-06-01,83
IDF55057518,2017-03-01,140
IDF55102837,2014-03-01,130
IDF55106581,2014-08-01,103
IDF55117829,2016-09-01,128
IDF54989073,2018-12-01,108
IDF54941817,2017-05-01,118
IDF55019376,2019-06-01,145
IDF55127931,2019-11-01,105
IDF55122230,2018-08-01,99
IDF55032431,2019-02-01,131
IDF55118131,2017-11-01,126
IDF54927748,2019-05-01,96
IDF55102234,2019-10-01,107
IDF54951292,2014-08-01,88
IDF55033021,2015-09-01,94
IDF55042788,2017-12-01,150
IDF55055463,2019-03-01,113
IDF55002897,2014-08-01,89
IDF55083676,2014-01-01,98
IDF54904833,2016-09-01,134
IDF54903936,2019-05-01,125
IDF54938449,2018-08-01,83
IDF55037240,2016-09-01,117
IDF55090446,2015-05-01,107
IDF55133549,2015-11-01,122
IDF54996989,2019-12-01,102
IDF54984672,2019-03-01,127
IDF54969527,2018-02-01,120
IDF55077799,2017-06-01,106
IDF55029247,2019-09-01,132
IDF55085422,2015-10-01,149
IDF55092636,2018-04-01,124
IDF54987152,2019-03-01,120
IDF54918188,2018-03-01,82
IDF54939568,2016-12-01,83
IDF54995649,2015-07-01,103
IDF55067535,2017-02-01,87
IDF55103253,2016-01-01,138
IDF54924390,2015-07-01,137
IDF55087728,2017-12-01,131
IDF55086944,2015-12-01,90
IDF55052411,2018-05-01,103
IDF55040430,2018-03-01,131
IDF55024328,2016-09-01,139
IDF55124046,2015-12-01,139
IDF54974328,2016-05-01,147
IDF54996143,2015-05-01,141
IDF55073675,2019-10-01,138
IDF55072641,2019-06-01,116
IDF55087883,2019-07-01,140
IDF55000806,2015-01-01,140
IDF54980131,2014-06-01,114
IDF54968922,2018-01-01,95
IDF54996307,2019-07-01,98
IDF54923987,2019-12-01,144
IDF55007255,2017-01-01,82
IDF54945209,2015-06-01,80
IDF55114409,2016-10-01,84
IDF54995542,2018-12-01,144
IDF55145288,2019-04-01,117
IDF55088726,2018-07-01,119
IDF55059710,2014-01-01,149
IDF54981609,2019-03-01,134
IDF55038383,2019-08-01,148
IDF54923072,2017-12-01,97
IDF55029432,2015-08-01,127
IDF54998991,2019-06-01,101
IDF54976514,2019-05-01,102
IDF54961448,2017-01-01,100
IDF55049274,2018-07-01,110
IDF55068229,2015-11-01,143
IDF54977571,2019-12-01,113
IDF55038030,2019-05-01,84
IDF54928324,2018-11-01,129
IDF55036740,2015-04-01,112
IDF55083776,2017-03-01,147
IDF54923596,2014-07-01,138
IDF55106975,2019-02-01,131
IDF55137952,2018-11-01,149
IDF55142998,2019-09-01,101
IDF54897651,2017-06-01,122
IDF55058677,2014-07-01,117
IDF55074445,2018-08-01,111
IDF55091216,2016-06-01,129
IDF54928386,2015-04-01,150
IDF54902386,2017-11-01,132
IDF55110178,2016-08-01,123
IDF54962717,2015-01-01,133
IDF55112067,2018-09-01,125
IDF54993751,2017-12-01,115
IDF55013029,2014-02-01,107
IDF55044044,2018-12-01,104
IDF54937847,2016-10-01,149
IDF55097494,2015-06-01,121
IDF54918240,2016-11-01,89
IDF55115642,2015-08-01,148
IDF55000997,2016-04-01,105
IDF55028001,2018-01-01,149
IDF55140058,2016-11-01,115
IDF55076507,2019-11-01,148
IDF54906310,2018-07-01,105
IDF55108756,2018-02-01,101
IDF54903174,2016-04-01,91
IDF55091769,2015-03-01,121
IDF54917981,2018-04-01,114
IDF54962960,2018-03-01,83
IDF55142834,2015-03-01,143
IDF55126726,2019-04-01,91
IDF55134729,2019-11-01,93
IDF54979265,2017-07-01,114
IDF55045556,2015-12-01,140
IDF55146855,2017-07-01,146
IDF55090386,2016-09-01,104
IDF54920360,2018-04-01,80
IDF54936084,2017-12-01,105
IDF55123714,2014-10-01,143
IDF55052642,2019-02-01,105
IDF55119070,2016-12-01,145
IDF54991791,2015-07-01,83
IDF55110514,2016-11-01,106
IDF55013090,2017-05-01,124
IDF55052532,2017-06-01,94
IDF54913115,2017-12-01,80
IDF55121662,2018-12-01,138
IDF54932494,2016-01-01,139
IDF54953337,2018-04-01,100
IDF55113949,2014-09-01,103
IDF54959849,2018-03-01,85
IDF55026663,2014-06-01,110
IDF55047521,2019-10-01,109
IDF54989133,2019-05-01,118
IDF54961235,2019-08-01,95
IDF55031302,2019-09-01,86
IDF54929987,2015-08-01,130
IDF55021675,2015-04-01,83
IDF54987002,2016-09-01,116
IDF55126324,2018-12-01,132
IDF55098846,2014-11-01,112
IDF54993814,2014-08-01,113
IDF55128528,2019-05-01,107
IDF54912490,2019-07-01,106
IDF54997360,2015-02-01,108
IDF55086102,2014-11-01,101
IDF54917901,2016-04-01,140
IDF55097243,2016-01-01,129
IDF54923873,2017-04-01,101
IDF54965901,2019-05-01,124
IDF55001105,2019-08-01,113
IDF54909368,2014-07-01,136
IDF55012083,2014-04-01,147
IDF54924503,2016-11-01,113
IDF54897202,2015-08-01,82
IDF54950460,2017-04-01,85
IDF54937022,2014-12-01,112
IDF55080718,2017-04-01,123
IDF54998789,2019-12-01,113
IDF55067834,2014-12-01,137
IDF55133891,2017-11-01,134
IDF54967496,2018-11-01,131
IDF54911601,2017-07-01,99
IDF55022694,2019-09-01,87
IDF54965615,2017-05-01,145
IDF54962901,2018-09-01,141
IDF54923022,2019-06-01,114
IDF54923846,2018-11-01,129
IDF55105523,2019-05-01,86
IDF55109583,2019-11-01,145
IDF54928941,2015-01-01,103
IDF55006860,2019-03-01,142
IDF54933157,2017-02-01,115
IDF54929299,2015-02-01,87
IDF55044583,2018-12-01,110
IDF55130511,2015-11-01,100
IDF54985712,2019-05-01,92
IDF54999006,2019-07-01,125
IDF55103228,2019-09-01,87
IDF54987658,2014-10-01,89
IDF55107842,2015-03-01,118
IDF55086831,2018-04-01,128
IDF54931519,2019-05-01,81
IDF54897139,2013-11-01,144
IDF55126760,2018-06-01,85
IDF54933287,2015-12-01,120
IDF54898895,2019-03-01,138
IDF55111922,2015-08-01,98
IDF54958268,2015-03-01,104
IDF54958892,2017-04-01,140
IDF54994063,2018-03-01,94
IDF55047315,2019-08-01,94
IDF54938327,2018-12-01,136
IDF54987334,2018-12-01,113
IDF55055094,2019-05-01,91
IDF54986317,2014-05-01,141
IDF54948638,2019-02-01,103
IDF54922937,2017-05-01,144
IDF55128359,2019-03-01,142
IDF55064096,2017-02-01,86
IDF55031947,2015-12-01,86
IDF54949247,2019-03-01,117
IDF54977789,2019-05-01,113
IDF54920217,2018-12-01,86
IDF55018822,2016-10-01,150
IDF55110818,2017-07-01,125
IDF54910919,2018-12-01,112
IDF55131147,2019-12-01,82
IDF55081403,2016-07-01,81
IDF54966499,2016-10-01,149
IDF54950754,2015-09-01,119
IDF55089366,2019-05-01,95
IDF55076531,2019-06-01,127
IDF54996488,2016-10-01,114
IDF54962205,2016-06-01,88
IDF55034842,2019-10-01,140
IDF55090815,2014-12-01,136
IDF54927348,2018-11-01,150
IDF54950427,2019-10-01,145
IDF55061442,2019-07-01,95
IDF55080050,2017-06-01,148
IDF55042914,2019-09-01,127
IDF55072290,2018-12-01,131
IDF55026040,2018-08-01,134
IDF55108461,2017-10-01,106
IDF55019595,2014-10-01,97
IDF54981171,2018-09-01,100
IDF54937465,2018-12-01,98
IDF55019091,2019-09-01,95
IDF54978002,2017-08-01,126
IDF55058477,2015-03-01,88
IDF54965506,2015-12-01,144
IDF55043800,2019-03-01,90
IDF54906803,2018-09-01,98
IDF54983945,2015-06-01,145
IDF54931122,2018-06-01,110
IDF55122752,2018-12-01,138
IDF54898035,2017-09-01,90
IDF55096266,2018-01-01,95
IDF54960225,2014-01-01,127
IDF54984405,2015-06-01,133
IDF54945525,2014-12-01,94
IDF55121854,2018-03-01,120
IDF54943015,2019-04-01,109
IDF55124607,2016-07-01,125
IDF55091154,2019-02-01,136
IDF54950671,2016-12-01,85
IDF54955685,2019-02-01,145
IDF55094002,2018-04-01,144
IDF55058077,2019-12-01,118
IDF55010603,2017-09-01,92
IDF55142528,2017-12-01,89
IDF55105447,2015-08-01,124
IDF54932756,2017-05-01,116
IDF54900351,2014-06-01,141
IDF55090950,2019-02-01,118
IDF54967783,2018-09-01,111
IDF54942368,2015-11-01,118
IDF55106551,2016-06-01,127
IDF55140764,2019-03-01,126
IDF55146752,2017-04-01,92
IDF55009725,2018-12-01,136
IDF55037210,2019-11-01,114
IDF55026347,2016-06-01,124
IDF55025506,2018-02-01,108
IDF55041902,2015-04-01,117
IDF55132015,2017-02-01,96
IDF54979282,2017-06-01,101
IDF55027525,2015-08-01,110
IDF55074251,2019-02-01,134
IDF55031806,2017-12-01,127
IDF55111630,2016-01-01,93
IDF54943492,2018-12-01,117
IDF55049012,2016-04-01,80
IDF55102690,2018-12-01,94
IDF54948096,2019-11-01,125
IDF54907367,2019-10-01,111
IDF55142525,2017-10-01,111
IDF55001997,2019-04-01,97
IDF55110703,2017-08-01,131
IDF54920987,2016-01-01,115
IDF55036586,2018-09-01,131
IDF55026593,2019-12-01,122
IDF55129443,2018-04-01,107
IDF55128324,2015-05-01,148
IDF54976022,2019-11-01,82
IDF55132229,2018-11-01,108
IDF55002655,2018-11-01,145
IDF54905078,2017-06-01,112
IDF54901652,2015-07-01,80
IDF55125557,2019-07-01,100
IDF55056182,2016-10-01,104
IDF54900264,2014-09-01,93
IDF54928057,2019-04-01,121
IDF54969549,2015-09-01,108
IDF54954283,2017-04-01,139
IDF55112564,2018-10-01,90
IDF54943793,2018-06-01,100
IDF55144456,2019-11-01,81
IDF55146982,2015-10-01,139
IDF55061254,2016-12-01,113
IDF55004789,2015-02-01,150
IDF54922891,2019-11-01,83
IDF55006677,2014-10-01,118
IDF55097203,2015-10-01,111
IDF54918663,2018-04-01,141
IDF55030419,2016-03-01,100
IDF55124425,2019-10-01,93
IDF55016805,2016-07-01,86
IDF55098370,2018-07-01,121
IDF55109458,2015-07-01,110
IDF54917081,2016-11-01,149
IDF55011879,2016-09-01,92
IDF55122630,2018-10-01,141
IDF55055715,2018-04-01,146
IDF55054690,2016-07-01,127
IDF55144016,2019-02-01,118
IDF54986699,2017-05-01,85
IDF55143027,2017-08-01,120
IDF54998731,2015-02-01,130
IDF54998765,2015-11-01,145
IDF54965866,2015-10-01,145
IDF55083549,2018-07-01,138
IDF55055937,2018-12-01,90
IDF55006380,2019-06-01,82
IDF55112936,2018-02-01,87
IDF55063746,2015-04-01,81
IDF54937640,2018-12-01,80
IDF55105176,2019-08-01,141
IDF55093240,2015-12-01,88
IDF54959440,2018-08-01,130
IDF54974263,2018-01-01,88
IDF54919738,2017-11-01,149
IDF54927423,2014-06-01,90
IDF55116737,2017-08-01,119
IDF55033918,2018-09-01,96
IDF54935827,2016-12-01,121
IDF54911351,2015-12-01,112
IDF55018468,2019-06-01,134
IDF54953792,2018-05-01,106
IDF55081479,2015-10-01,121
IDF54911718,2018-08-01,88
IDF54924365,2019-10-01,132
IDF54940029,2015-12-01,104
IDF55090599,2019-04-01,109
IDF55069345,2015-04-01,140
IDF54948994,2018-10-01,139
IDF55099729,2014-07-01,103
IDF55119783,2014-06-01,148
IDF55122318,2017-08-01,118
IDF55014482,2015-08-01,149
IDF54931426,2014-08-01,107
IDF54931701,2017-11-01,126
IDF55041606,2017-11-01,126
IDF55083996,2015-10-01,131
IDF54937306,2017-02-01,84
IDF55100274,2016-08-01,94
IDF55055724,2019-04-01,135
IDF55090122,2015-03-01,111
IDF54937035,2019-04-01,136
IDF54937656,2014-08-01,131
IDF55111903,2019-05-01,138
IDF54941016,2016-04-01,122
IDF55119237,2016-07-01,108
IDF54900841,2019-08-01,93
IDF55096013,2019-03-01,106
IDF55045041,2015-06-01,144
IDF55037411,2019-05-01,125
IDF55143542,2016-12-01,125
IDF55027936,2019-07-01,87
IDF54904242,2018-08-01,121
IDF55066322,2017-06-01,86
IDF54923562,2016-06-01,135
IDF55065930,2016-06-01,148
IDF55100178,2017-11-01,94
IDF54942886,2018-04-01,86
IDF55102818,2019-05-01,92
IDF54946123,2019-07-01,138
IDF55074427,2015-12-01,91
IDF54943953,2016-03-01,94
IDF55024346,2018-07-01,109
IDF54957854,2019-12-01,116
IDF54979916,2015-11-01,125
IDF54980233,2016-11-01,120
IDF54989465,2015-05-01,119
IDF55124435,2019-07-01,135
IDF54921180,2014-06-01,81
IDF55024312,2017-10-01,129
IDF54941980,2017-08-01,136
IDF55004903,2017-10-01,133
IDF54953789,2018-04-01,139
IDF55023555,2019-07-01,115
IDF55085062,2019-05-01,102
IDF55007689,2017-06-01,132
IDF55101300,2018-11-01,129
IDF55135886,2018-05-01,105
IDF54934954,2019-09-01,149
IDF54949363,2015-08-01,84
IDF54975145,2019-07-01,113
IDF55144986,2016-02-01,136
IDF54934811,2019-05-01,118
IDF55142934,2019-06-01,112
IDF55097391,2019-04-01,130
IDF55073337,2017-02-01,149
IDF55032377,2019-04-01,144
IDF55061281,2014-03-01,124
IDF54985647,2017-09-01,89
IDF55000855,2019-06-01,111
IDF55030772,2014-07-01,98
IDF55078612,2019-05-01,108
IDF54990539,2015-07-01,80
IDF54954288,2015-12-01,115
IDF55098712,2016-04-01,117
IDF55088029,2014-11-01,149
IDF55030391,2019-10-01,120
IDF55024436,2017-04-01,145
IDF55066500,2014-06-01,127
IDF54990809,2019-12-01,95
IDF55042945,2018-03-01,115
IDF55065441,2016-10-01,101
IDF55052246,2016-05-01,118
IDF54921633,2019-07-01,140
IDF54907159,2014-03-01,148
IDF55030358,2018-08-01,150
IDF54930387,2019-05-01,122
IDF55002709,2019-04-01,95
IDF54945220,2019-04-01,115
IDF55077716,2016-03-01,138
IDF54913924,2016-06-01,85
IDF55096800,2014-06-01,114
IDF55054323,2014-01-01,132
IDF55091146,2014-04-01,148
IDF54901913,2017-05-01,125
IDF54978574,2018-01-01,93
IDF55122781,2014-12-01,96
IDF55092862,2016-12-01,88
IDF55133112,2016-04-01,123
IDF55071855,2017-02-01,98
IDF55027036,2019-09-01,109
IDF55096289,2018-08-01,97
IDF55105445,2019-10-01,114
IDF54956498,2015-04-01,143
IDF54967074,2018-01-01,128
IDF55004350,2014-03-01,136
IDF55085005,2019-04-01,101
IDF54938718,2016-11-01,122
IDF54971185,2019-03-01,93
IDF55015640,2014-09-01,111
IDF54950788,2016-10-01,148
IDF55076623,2018-04-01,141
IDF54983390,2014-09-01,138
IDF55031573,2017-02-01,101
IDF54995405,2016-08-01,148
IDF55141628,2019-12-01,100
IDF54986768,2019-11-01,138
IDF54973733,2014-04-01,106
IDF55111060,2018-12-01,132
IDF54940089,2019-03-01,128
IDF55019597,2016-02-01,150
IDF54930889,2015-12-01,127
IDF54918078,2019-07-01,86
IDF55141203,2015-01-01,112
IDF54906292,2019-03-01,91
IDF54943119,2017-02-01,85
IDF54984835,2019-10-01,138
IDF55065753,2018-11-01,97
IDF54927243,2016-02-01,127
IDF55039588,2019-04-01,145
IDF54962416,2018-06-01,102
IDF55050909,2016-07-01,118
IDF55078389,2018-05-01,110
IDF55143093,2018-11-01,99
IDF55056572,2018-08-01,145
IDF55127268,2015-08-01,98
IDF54971863,2016-12-01,100
IDF55019635,2016-07-01,94
IDF54964350,2016-12-01,108
IDF55013287,2015-05-01,80
IDF54926841,2019-08-01,104
IDF55058034,2014-05-01,150
IDF54983344,2019-02-01,99
IDF54924672,2017-07-01,133
IDF54975800,2018-10-01,99
IDF55078767,2019-07-01,127
IDF55071444,2019-03-01,93
IDF54912691,2018-02-01,136
IDF54958112,2017-07-01,141
IDF55006185,2015-03-01,99
IDF54966420,2019-02-01,85
IDF55077746,2014-09-01,80
IDF55086712,2014-09-01,104
IDF55091440,2014-02-01,104
IDF55008779,2014-08-01,117
IDF55031119,2019-06-01,92
IDF55088741,2015-08-01,144
IDF55089444,2014-06-01,131
IDF54900312,2014-12-01,95
IDF55019720,2017-12-01,87
IDF55030385,2018-11-01,114
IDF55064686,2019-10-01,138
IDF55044117,2016-07-01,84
IDF55135639,2019-04-01,111
IDF55112070,2018-12-01,106
IDF55081825,2014-08-01,141
IDF55108285,2016-10-01,129
IDF54943116,2014-02-01,146
IDF54925381,2016-12-01,144
IDF55017609,2016-08-01,122
IDF55103895,2014-10-01,80
IDF55035375,2018-09-01,118
IDF54971253,2017-06-01,141
IDF55119100,2019-04-01,106
IDF54925531,2019-07-01,108
IDF55128095,2015-03-01,103
IDF54963195,2018-12-01,94
IDF54905834,2017-12-01,146
IDF55031111,2016-07-01,133
IDF55069673,2017-08-01,104
IDF55030515,2019-12-01,133
IDF55132226,2018-10-01,114
IDF54898000,2018-12-01,126
IDF55053369,2017-11-01,138
IDF54900399,2019-11-01,122
IDF55020844,2017-02-01,112
IDF54918859,2017-12-01,117
IDF55098297,2018-12-01,113
IDF55006709,2019-06-01,93
IDF54905785,2019-03-01,88
IDF54923516,2017-07-01,145
IDF55135336,2017-03-01,96
IDF55031829,2019-06-01,147
IDF54959628,2018-11-01,92
IDF54974284,2017-09-01,118
IDF54940539,2019-06-01,128
IDF55016149,2019-12-01,121
IDF54998687,2015-12-01,109
IDF54996573,2016-08-01,95
IDF55003036,2016-05-01,118
IDF54975660,2018-12-01,136
IDF55104383,2019-03-01,94
IDF54972465,2018-10-01,117
IDF55092126,2018-05-01,133
IDF55075626,2018-11-01,131
IDF55117129,2019-10-01,86
IDF54972799,2019-10-01,139
IDF55079923,2017-03-01,99
IDF55011124,2015-03-01,126
IDF55041098,2017-01-01,122
IDF55041636,2016-10-01,134
IDF55091716,2015-07-01,85
IDF55142431,2015-10-01,115
IDF55141081,2014-06-01,148
IDF55115436,2018-02-01,102
IDF55101955,2017-08-01,120
IDF55024973,2019-10-01,97
IDF55141254,2019-11-01,104
IDF55095018,2018-05-01,124
IDF55084713,2019-10-01,126
IDF55019225,2015-11-01,122
IDF55069306,2018-05-01,103
IDF54924584,2014-07-01,133
IDF55041017,2014-09-01,133
IDF55110473,2019-11-01,134
IDF54982043,2018-01-01,125
IDF54909956,2016-01-01,94
IDF55058241,2015-03-01,144
IDF55084140,2015-07-01,105
IDF55003747,2018-12-01,130
IDF54946321,2019-02-01,141
IDF55139594,2015-06-01,126
IDF54945895,2014-06-01,90
IDF54913628,2019-06-01,111
IDF55150732,2017-09-01,113
IDF54979362,2017-10-01,103
IDF55073551,2019-03-01,148
IDF55014258,2014-10-01,95
IDF54911118,2014-08-01,109
IDF55065049,2014-09-01,137
IDF55037559,2019-02-01,122
IDF55035736,2016-11-01,120
IDF54978559,2015-11-01,124
IDF54947750,2019-05-01,134
IDF54968338,2015-11-01,81
IDF55061602,2018-02-01,134
IDF54945826,2017-04-01,95
IDF55002510,2017-08-01,88
IDF55122759,2016-06-01,143
IDF54933691,2019-11-01,98
IDF54996078,2019-04-01,111
IDF54908570,2015-07-01,127
IDF55046088,2017-07-01,91
IDF55027262,2015-06-01,90
IDF55089807,2019-08-01,149
IDF55147626,2019-10-01,83
IDF55012245,2017-10-01,116
IDF55100992,2017-09-01,139
IDF54972792,2019-02-01,88
IDF55013637,2019-12-01,124
IDF54921216,2014-06-01,116
IDF54921622,2019-10-01,125
IDF55122155,2019-07-01,86
IDF54978652,2014-09-01,83
IDF55028345,2018-02-01,130
IDF55018679,2016-07-01,133
IDF54942352,2018-02-01,86
IDF55005015,2019-11-01,89
IDF55018566,2016-04-01,87
IDF55031002,2015-09-01,130
IDF54968038,2019-06-01,124
IDF54985670,2017-06-01,81
IDF54981603,2016-01-01,149
IDF55071204,2019-06-01,109
IDF54997074,2017-01-01,113
IDF54948927,2019-12-01,108
IDF55131665,2019-04-01,126
IDF54940991,2019-02-01,140
IDF54974206,2018-07-01,137
IDF55102721,2019-02-01,88
IDF54938392,2015-11-01,135
IDF55101744,2018-01-01,99
IDF54909983,2018-07-01,91
IDF54982715,2018-10-01,132
IDF55145807,2016-01-01,140
IDF54983466,2014-10-01,103
IDF54934672,2016-03-01,85
IDF55022454,2014-09-01,112
IDF55118303,2017-10-01,91
IDF54903822,2016-08-01,127
IDF55053274,2017-06-01,116
IDF54900300,2019-02-01,114
IDF54969868,2014-10-01,114
IDF54968788,2017-06-01,142
