ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF55002532,23,нет семьи,0,2019-07-01
IDF55095995,48,есть семья,1,2018-01-01
IDF55149519,19,нет семьи,0,2013-05-01
IDF55054324,54,нет семьи,0,2013-06-01
IDF54939074,41,разведённые,0,2017-05-01
IDF55006897,50,разведённые,0,2017-09-01
IDF54928460,19,есть семья,1,2014-11-01
IDF54924825,19,есть семья,0,2018-10-01
IDF54930648,39,есть семья,0,2017-07-01
IDF54954257,65,есть семья,1,2018-10-01
IDF55074283,25,разведённые,0,2019-01-01
IDF54949083,35,нет семьи,1,2017-01-01
IDF55056488,28,разведённые,1,2018-04-01
IDF54918365,23,есть семья,1,2017-05-01
IDF55091841,52,есть семья,1,2017-01-01
IDF54910960,55,нет семьи,0,2017-03-01
IDF55138204,22,есть семья,0,2018-10-01
IDF54958189,44,нет семьи,0,2013-07-01
IDF55062964,46,нет семьи,1,2014-06-01
IDF55047176,61,разведённые,1,2017-01-01
IDF55089612,65,есть семья,1,2014-01-01
IDF54954891,55,разведённые,0,2018-08-01
IDF54988604,50,разведённые,0,2014-04-01
IDF54962719,31,нет семьи,1,2017-04-01
IDF55062398,30,есть семья,0,2019-01-01
IDF55128145,68,нет семьи,0,2013-08-01
IDF55019453,19,есть семья,1,2018-09-01
IDF54969388,34,есть семья,1,2013-12-01
IDF54937876,41,есть семья,1,2013-06-01
IDF55038040,29,нет семьи,1,2018-10-01
IDF54993294,37,разведённые,0,2013-03-01
IDF54919983,31,разведённые,1,2017-06-01
IDF55042571,55,разведённые,0,2015-03-01
IDF55116360,67,нет семьи,1,2015-04-01
IDF55019143,69,разведённые,0,2013-10-01
IDF55096029,59,нет семьи,1,2016-08-01
IDF54935302,24,нет семьи,0,2014-06-01
IDF54907947,20,нет семьи,0,2019-06-01
IDF54926220,20,нет семьи,0,2015-05-01
IDF54903172,36,есть семья,1,2018-04-01
IDF55120282,33,разведённые,1,2015-09-01
IDF54933634,51,есть семья,1,2013-12-01
IDF55101710,27,нет семьи,1,2019-05-01
IDF55127725,35,есть семья,0,2018-05-01
IDF55000058,28,разведённые,0,2014-12-01
IDF55085729,31,нет семьи,0,2019-01-01
IDF54986071,46,есть семья,1,2016-01-01
IDF55016097,61,нет семьи,0,2018-08-01
IDF55023955,44,есть семья,1,2016-04-01
IDF54910317,69,есть семья,1,2019-01-01
IDF55001639,34,разведённые,1,2017-01-01
IDF55094626,41,нет семьи,1,2015-08-01
IDF55122898,34,разведённые,0,2014-03-01
IDF55048536,32,разведённые,0,2016-10-01
IDF54898663,18,разведённые,0,2015-10-01
IDF55083353,53,разведённые,1,2013-08-01
IDF55123768,40,разведённые,1,2013-04-01
IDF54898387,50,нет семьи,1,2016-11-01
IDF54979956,59,нет семьи,1,2016-02-01
IDF54985293,43,есть семья,1,2013-09-01
IDF54923440,59,есть семья,0,2018-09-01
IDF55044105,45,есть семья,1,2016-10-01
IDF54931091,36,нет семьи,1,2018-05-01
IDF54981383,44,есть семья,0,2014-05-01
IDF54918296,39,есть семья,0,2013-04-01
IDF54948766,40,есть семья,1,2013-09-01
IDF55046789,30,разведённые,0,2015-01-01
IDF55011448,45,разведённые,1,2015-12-01
IDF54982762,37,есть семья,1,2017-12-01
IDF55011842,63,разведённые,0,2015-04-01
IDF54934634,55,нет семьи,0,2017-10-01
IDF55121797,54,разведённые,0,2017-11-01
IDF55024185,21,есть семья,1,2014-02-01
IDF54910711,37,есть семья,1,2015-06-01
IDF55092553,65,есть семья,1,2014-10-01
IDF55125542,57,разведённые,1,2018-08-01
IDF54922064,36,есть семья,0,2019-07-01
IDF55055545,48,есть семья,0,2018-08-01
IDF55084148,18,разведённые,1,2016-07-01
IDF54987323,27,есть семья,0,2015-04-01
IDF55109606,20,разведённые,0,2016-07-01
IDF55133841,40,есть семья,1,2019-08-01
IDF55064812,26,разведённые,0,2016-07-01
IDF55096127,29,есть семья,1,2016-01-01
IDF55145746,30,есть семья,0,2017-06-01
IDF55071614,34,нет семьи,0,2017-08-01
IDF55068246,66,разведённые,0,2017-11-01
IDF54912547,44,есть семья,1,2016-12-01
IDF55081441,64,разведённые,0,2017-09-01
IDF54947370,49,разведённые,0,2013-08-01
IDF55121395,22,есть семья,1,2013-11-01
IDF55005096,23,разведённые,0,2016-09-01
IDF54990991,30,нет семьи,1,2019-07-01
IDF54938568,27,разведённые,0,2013-05-01
IDF55116300,55,разведённые,1,2014-04-01
IDF55067430,19,разведённые,0,2014-06-01
IDF54919352,60,нет семьи,1,2019-10-01
IDF55085596,36,разведённые,0,2019-01-01
IDF55074198,23,нет семьи,0,2013-04-01
IDF55118557,41,разведённые,1,2016-12-01
IDF55094250,42,разведённые,0,2015-09-01
IDF54990505,33,нет семьи,1,2016-01-01
IDF54932965,20,разведённые,1,2015-10-01
IDF55095055,44,есть семья,1,2014-06-01
IDF54992363,62,разведённые,1,2013-02-01
IDF55070618,69,есть семья,1,2016-08-01
IDF55150886,62,есть семья,0,2016-12-01
IDF55095890,27,нет семьи,1,2015-10-01
IDF55047864,27,нет семьи,0,2015-04-01
IDF55100594,31,есть семья,0,2018-05-01
IDF55103453,66,нет семьи,1,2013-01-01
IDF54929917,31,есть семья,1,2016-09-01
IDF54934871,63,нет семьи,0,2013-08-01
IDF55003124,31,разведённые,1,2015-12-01
IDF55096420,26,нет семьи,1,2018-06-01
IDF54963197,52,есть семья,0,2016-10-01
IDF55143320,45,разведённые,1,2017-09-01
IDF55083668,59,есть семья,0,2017-05-01
IDF54901675,66,нет семьи,0,2017-09-01
IDF55140054,58,есть семья,0,2017-12-01
IDF55113041,22,разведённые,0,2016-12-01
IDF54896660,50,нет семьи,1,2016-07-01
IDF55061118,63,разведённые,0,2018-12-01
IDF54966808,30,нет семьи,0,2016-05-01
IDF55098128,68,разведённые,0,2018-12-01
IDF55054075,47,нет семьи,1,2017-04-01
IDF54904954,26,нет семьи,0,2019-12-01
IDF55103408,65,нет семьи,1,2016-08-01
IDF54914664,19,есть семья,0,2019-09-01
IDF55026650,24,нет семьи,1,2013-07-01
IDF54983396,23,нет семьи,0,2013-12-01
IDF54935693,29,нет семьи,0,2018-11-01
IDF55137551,23,нет семьи,1,2019-06-01
IDF55130819,29,разведённые,0,2017-07-01
IDF55135323,37,есть семья,1,2019-09-01
IDF54992570,47,разведённые,0,2013-11-01
IDF54898198,44,разведённые,1,2019-08-01
IDF55062833,33,нет семьи,0,2014-02-01
IDF55055962,68,разведённые,0,2017-12-01
IDF55012926,42,разведённые,0,2016-09-01
IDF54973300,67,разведённые,0,2014-06-01
IDF55125422,69,есть семья,0,2017-06-01
IDF55001010,33,есть семья,0,2013-11-01
IDF55081352,29,нет семьи,0,2019-07-01
IDF54945284,40,разведённые,0,2013-07-01
IDF55093016,56,нет семьи,1,2015-06-01
IDF55010847,67,разведённые,0,2013-02-01
IDF55051442,46,нет семьи,0,2014-10-01
IDF54967193,26,есть семья,0,2015-10-01
IDF55132137,29,нет семьи,1,2016-09-01
IDF55012426,40,разведённые,1,2017-07-01
IDF55127167,55,есть семья,0,2013-07-01
IDF55127333,49,разведённые,1,2014-12-01
IDF54907201,35,нет семьи,1,2015-10-01
IDF54922391,18,разведённые,1,2016-01-01
IDF55071307,26,разведённые,1,2014-09-01
IDF54922292,59,разведённые,1,2018-09-01
IDF55083775,50,нет семьи,0,2016-04-01
IDF55045712,54,разведённые,0,2019-10-01
IDF54933669,27,разведённые,1,2014-04-01
IDF54918792,28,нет семьи,1,2019-12-01
IDF55041309,55,нет семьи,0,2019-11-01
IDF55089323,25,нет семьи,1,2018-01-01
IDF55005962,61,разведённые,0,2019-08-01
IDF54920110,18,есть семья,1,2019-11-01
IDF55050797,41,разведённые,1,2017-08-01
IDF55151297,52,есть семья,1,2019-12-01
IDF54919035,67,разведённые,1,2014-02-01
IDF54984924,45,есть семья,1,2018-10-01
IDF55103988,31,разведённые,1,2017-04-01
IDF54925992,46,есть семья,1,2018-01-01
IDF55149385,61,нет семьи,1,2013-04-01
IDF55012992,61,есть семья,1,2016-01-01
IDF55060590,52,разведённые,0,2015-03-01
IDF55112765,33,нет семьи,1,2017-02-01
IDF55142321,61,есть семья,1,2019-08-01
IDF54900751,67,нет семьи,0,2015-10-01
IDF54962446,60,нет семьи,1,2017-03-01
IDF55015736,53,есть семья,0,2014-10-01
IDF55031350,47,разведённые,0,2015-04-01
IDF54915829,48,есть семья,1,2014-03-01
IDF54914454,26,разведённые,1,2014-07-01
IDF55097454,67,есть семья,1,2019-12-01
IDF55024901,38,разведённые,1,2018-05-01
IDF54998610,42,есть семья,1,2015-01-01
IDF55133193,46,разведённые,1,2019-10-01
IDF55137506,34,есть семья,1,2017-04-01
IDF55021118,20,нет семьи,1,2019-05-01
IDF55018135,48,есть семья,0,2018-01-01
IDF55000458,48,есть семья,0,2016-05-01
IDF55087545,24,нет семьи,1,2017-04-01
IDF54913142,49,нет семьи,0,2014-02-01
IDF54987484,64,есть семья,1,2016-02-01
IDF55052840,21,есть семья,1,2018-08-01
IDF54960251,53,нет семьи,0,2015-12-01
IDF54912237,30,разведённые,0,2014-09-01
IDF55090802,56,нет семьи,1,2016-02-01
IDF54942389,42,есть семья,1,2016-01-01
IDF55114774,18,есть семья,0,2015-02-01
IDF54954977,24,нет семьи,1,2013-05-01
IDF55021494,56,есть семья,1,2017-11-01
IDF54967168,69,разведённые,1,2016-04-01
IDF55057430,36,нет семьи,1,2018-01-01
IDF55038595,58,есть семья,0,2016-05-01
IDF54975627,45,нет семьи,1,2014-01-01
IDF54997668,57,разведённые,0,2015-08-01
IDF55003946,58,нет семьи,0,2013-04-01
IDF54934640,31,разведённые,0,2015-10-01
IDF55149990,41,разведённые,0,2013-03-01
IDF54926020,56,есть семья,0,2019-09-01
IDF54910533,33,нет семьи,1,2018-08-01
IDF55084445,62,нет семьи,1,2013-02-01
IDF55013218,19,нет семьи,0,2015-12-01
IDF55133693,43,нет семьи,0,2015-11-01
IDF54997214,30,разведённые,0,2019-10-01
IDF55063106,38,нет семьи,0,2015-12-01
IDF55113494,54,разведённые,0,2014-08-01
IDF54980350,51,нет семьи,1,2014-07-01
IDF55039306,40,разведённые,1,2016-02-01
IDF55023971,69,есть семья,0,2013-10-01
IDF55042165,57,есть семья,0,2019-06-01
IDF55027587,55,разведённые,1,2018-07-01
IDF55102466,18,есть семья,1,2015-09-01
IDF54955743,27,нет семьи,0,2014-11-01
IDF55008855,53,нет семьи,0,2014-06-01
IDF54913979,40,есть семья,0,2016-04-01
IDF54991945,52,есть семья,0,2019-04-01
IDF55035955,40,нет семьи,0,2016-07-01
IDF55125629,67,есть семья,1,2016-08-01
IDF55016963,68,есть семья,0,2013-02-01
IDF55062949,57,разведённые,1,2015-02-01
IDF54935569,22,нет семьи,0,2013-10-01
IDF55104119,21,нет семьи,1,2016-11-01
IDF55110051,54,есть семья,1,2014-02-01
IDF55005991,31,разведённые,1,2019-11-01
IDF54989124,40,разведённые,1,2016-05-01
IDF54939621,37,есть семья,0,2013-04-01
IDF54959561,23,нет семьи,1,2013-07-01
IDF54916574,22,есть семья,1,2015-05-01
IDF54942671,56,нет семьи,0,2015-01-01
IDF54983035,21,есть семья,1,2017-08-01
IDF55118922,58,есть семья,0,2017-03-01
IDF55035748,60,нет семьи,0,2019-07-01
IDF54971426,55,разведённые,1,2016-11-01
IDF55047664,19,разведённые,1,2016-02-01
IDF55087225,32,разведённые,1,2016-12-01
IDF54953143,30,есть семья,0,2017-07-01
IDF54947253,65,разведённые,1,2015-03-01
IDF55010880,25,нет семьи,0,2017-12-01
IDF54939460,60,разведённые,1,2019-02-01
IDF55021137,67,нет семьи,0,2014-10-01
IDF55098143,26,разведённые,0,2019-01-01
IDF55077027,33,разведённые,0,2019-03-01
IDF55009575,20,есть семья,1,2017-08-01
IDF54991993,26,есть семья,0,2017-09-01
IDF55089880,24,нет семьи,0,2014-08-01
IDF54913887,67,нет семьи,0,2017-05-01
IDF54944748,46,есть семья,1,2013-03-01
IDF55086349,57,разведённые,0,2016-07-01
IDF55042348,47,нет семьи,0,2013-03-01
IDF55030252,31,есть семья,1,2018-11-01
IDF55052369,38,нет семьи,0,2016-11-01
IDF54955027,37,разведённые,1,2014-03-01
IDF55047969,25,нет семьи,1,2016-05-01
IDF54962080,36,разведённые,0,2019-03-01
IDF54911673,62,разведённые,1,2019-03-01
IDF55052619,52,нет семьи,0,2016-10-01
IDF54961279,56,разведённые,0,2017-10-01
IDF55109143,26,есть семья,0,2015-06-01
IDF54974717,67,есть семья,1,2014-09-01
IDF54926191,59,разведённые,1,2019-02-01
IDF55061775,27,есть семья,0,2018-06-01
IDF54912809,18,нет семьи,1,2016-02-01
IDF55009322,54,есть семья,1,2013-05-01
IDF55062580,68,есть семья,1,2014-12-01
IDF55014432,46,есть семья,1,2017-01-01
IDF55146190,34,разведённые,1,2016-06-01
IDF54943094,69,нет семьи,1,2014-08-01
IDF55041943,57,нет семьи,0,2018-01-01
IDF54903329,59,нет семьи,1,2013-07-01
IDF54901986,59,разведённые,1,2018-10-01
IDF55069513,61,нет семьи,0,2018-06-01
IDF54916260,32,нет семьи,1,2014-05-01
IDF55090834,27,разведённые,0,2013-05-01
IDF54985978,41,нет семьи,0,2016-05-01
IDF54904373,47,есть семья,0,2017-12-01
IDF55014100,41,есть семья,1,2018-04-01
IDF55081692,40,нет семьи,0,2019-04-01
IDF55133732,52,есть семья,0,2017-04-01
IDF55008300,56,нет семьи,1,2015-05-01
IDF54992481,59,есть семья,0,2013-05-01
IDF55029403,30,есть семья,0,2016-07-01
IDF54950465,37,есть семья,0,2016-07-01
IDF55116931,41,есть семья,0,2014-02-01
IDF54921549,63,есть семья,0,2015-10-01
IDF54925974,28,разведённые,1,2017-04-01
IDF54942879,33,разведённые,0,2018-06-01
IDF55133308,54,нет семьи,0,2017-04-01
IDF54940183,46,разведённые,0,2019-08-01
IDF55090096,23,разведённые,1,2014-03-01
IDF55051448,68,разведённые,1,2013-12-01
IDF54944133,38,нет семьи,0,2016-06-01
IDF55120314,67,разведённые,0,2013-07-01
IDF54979972,27,нет семьи,1,2016-05-01
IDF55115923,61,нет семьи,1,2015-10-01
IDF55070585,53,есть семья,1,2018-12-01
IDF54981912,19,нет семьи,1,2018-05-01
IDF55020897,33,есть семья,1,2018-07-01
IDF55136636,26,есть семья,0,2014-11-01
IDF54956287,53,есть семья,0,2019-12-01
IDF54981893,55,разведённые,1,2017-02-01
IDF54951784,30,разведённые,0,2013-12-01
IDF54944350,20,нет семьи,1,2017-06-01
IDF54956700,38,разведённые,0,2013-09-01
IDF55055890,68,нет семьи,0,2017-04-01
IDF54901921,60,разведённые,0,2018-08-01
IDF54909975,35,разведённые,0,2015-10-01
IDF54992197,24,нет семьи,1,2017-08-01
IDF54896759,63,нет семьи,1,2015-08-01
IDF55010519,35,есть семья,0,2018-05-01
IDF55141998,20,есть семья,1,2019-11-01
IDF55021311,24,есть семья,0,2018-07-01
IDF54955680,68,нет семьи,0,2013-10-01
IDF54945131,24,разведённые,1,2015-09-01
IDF54993711,30,есть семья,0,2019-02-01
IDF54933768,25,есть семья,0,2018-02-01
IDF54980673,39,есть семья,1,2016-12-01
IDF55022034,39,нет семьи,0,2019-12-01
IDF54945994,25,есть семья,1,2014-08-01
IDF54901544,51,есть семья,0,2013-01-01
IDF54936913,36,разведённые,0,2013-09-01
IDF55030542,19,разведённые,0,2018-05-01
IDF55112536,58,разведённые,0,2017-12-01
